Real	Counterfactual
9	9
16	20
20	25
86	70
71	56
67	75
378	314
318	311
6	6
11	11
125	125
36	37
66	66
79	82
71	75
159	104
210	181
293	276
6	6
9	9
19	19
27	27
27	42
53	53
55	59
79	58
169	133
268	271
3	3
4	9
29	29
20	31
42	42
56	84
60	69
56	52
64	62
85	85
6	6
21	21
29	33
95	87
30	40
60	50
62	61
145	151
118	133
277	302
3	3
7	7
6	6
5	8
9	9
12	10
26	35
16	15
26	18
66	66
18	18
16	18
21	22
23	23
32	32
32	29
57	57
64	52
105	124
219	225
1	1
1	1
11	9
28	28
18	18
29	43
31	20
28	28
63	44
340	324
7	7
19	19
15	13
20	14
17	19
81	81
36	54
48	56
119	119
231	226
51	51
21	45
27	39
31	31
38	38
66	68
98	100
89	87
81	99
109	168
1	1
4	7
25	25
23	23
38	36
33	47
35	35
35	35
42	64
85	145
1	1
7	7
8	9
16	19
37	45
31	31
41	36
44	44
110	92
152	146
12	15
30	30
16	16
21	16
48	51
68	108
47	47
100	100
86	115
134	121
5	9
17	12
17	15
29	35
71	70
48	52
80	98
113	124
98	86
615	565
1	1
7	7
13	13
57	52
35	35
85	75
46	52
44	49
51	51
651	604
8	8
6	6
35	35
71	71
62	52
60	50
155	144
283	263
412	359
1060	1060
0	0
14	14
17	17
13	13
25	19
43	43
28	27
40	40
122	93
253	195
1	1
15	15
29	29
21	17
20	20
34	40
36	36
127	102
136	109
235	189
6	6
16	16
10	10
21	18
47	47
48	37
57	61
162	173
177	241
649	548
11	11
6	6
22	22
10	10
29	29
30	30
17	28
66	66
159	159
753	753
9	9
25	25
9	9
9	13
17	17
24	22
35	35
53	88
82	72
259	259
2	3
3	3
6	6
4	4
27	27
21	22
33	29
101	97
134	213
222	210
1	1
12	12
16	16
21	26
30	30
21	29
46	36
61	52
87	92
125	106
1	1
7	7
20	20
16	15
44	34
28	50
34	40
61	55
165	156
144	182
26	26
34	45
88	55
43	55
89	91
90	114
155	152
167	171
206	207
700	555
1	1
6	6
8	8
19	19
46	36
50	50
51	62
95	112
201	206
919	890
0	0
28	28
15	15
24	18
30	49
41	41
40	29
59	105
141	146
399	400
23	20
24	25
22	24
16	22
33	41
30	39
45	52
44	48
82	68
147	157
0	0
2	2
11	11
11	11
15	15
25	25
37	33
46	51
100	100
192	161
6	6
3	3
5	5
5	6
13	13
8	8
48	54
68	52
53	59
90	90
0	0
12	12
12	12
23	24
26	35
58	59
52	52
63	66
89	168
298	356
3	3
22	22
20	20
26	28
35	55
43	43
62	62
89	76
75	83
123	112
1	1
2	2
2	2
15	15
30	30
37	37
43	37
41	65
110	109
138	140
0	0
1	1
8	7
27	27
41	40
45	45
48	37
31	47
48	44
56	69
4	4
5	5
12	12
32	35
62	67
42	41
50	51
70	103
73	113
142	135
11	11
12	12
11	12
31	33
24	28
35	32
34	54
40	52
88	89
241	181
10	10
10	12
19	13
24	24
15	15
19	25
37	29
35	38
59	62
100	123
6	6
38	38
35	35
37	45
50	50
49	36
65	68
78	71
168	147
171	156
29	29
20	20
42	42
60	62
72	72
42	35
41	69
106	106
83	89
169	169
11	11
16	16
28	31
55	62
67	67
6	5
44	81
69	66
98	85
101	121
6	6
7	7
5	5
15	15
38	44
49	85
74	74
176	205
160	120
266	266
6	6
13	13
29	29
31	31
26	30
16	21
46	46
31	31
50	82
76	92
6	6
17	31
13	13
30	34
37	32
40	40
83	79
41	61
46	46
63	56
1	1
9	9
18	22
12	12
22	17
30	25
38	37
74	75
85	69
102	84
2	2
16	18
40	26
35	33
82	97
93	93
106	126
116	116
116	103
137	122
0	0
0	0
5	5
10	10
8	6
73	73
90	89
101	83
123	122
297	410
10	10
17	17
29	29
18	18
24	18
53	53
46	67
54	68
55	53
130	141
0	0
0	0
18	18
32	38
1	1
74	74
87	79
190	161
221	197
247	227
6	6
7	12
8	8
21	21
40	30
40	40
54	54
55	55
86	86
94	91
1	1
10	10
10	10
7	7
93	93
28	28
45	33
49	56
117	103
137	137
3	3
7	7
8	8
7	9
21	21
18	18
36	36
106	126
82	74
361	280
2	2
10	10
8	8
30	32
81	64
41	40
41	41
72	74
78	59
258	252
5	5
5	5
23	20
19	19
24	28
29	27
47	47
131	110
117	119
108	106
12	16
16	16
77	65
73	100
58	80
79	94
106	117
85	85
171	172
283	283
1	1
1	1
18	28
42	42
63	70
43	39
48	47
85	75
134	114
227	231
1	1
22	22
43	41
33	36
45	48
64	53
69	69
82	88
75	94
145	144
7	7
28	28
37	37
28	28
61	60
101	99
51	55
64	63
223	208
138	138
0	0
3	3
18	18
29	29
33	33
46	105
77	58
76	76
98	112
75	75
0	0
1	1
2	2
3	3
13	22
18	21
34	34
59	59
167	122
116	131
7	7
28	28
23	33
66	66
34	34
42	59
148	89
205	227
217	227
310	355
0	0
13	13
24	34
23	22
26	26
59	59
36	36
54	49
49	58
204	180
0	0
2	2
13	13
7	7
5	6
42	42
79	93
46	61
72	46
64	72
1	1
19	19
34	34
29	29
58	42
47	41
77	69
144	147
334	324
228	226
5	5
15	15
13	18
17	17
31	31
41	41
50	79
64	71
73	73
103	117
5	5
6	6
17	17
10	10
11	11
37	37
73	73
52	49
39	63
49	51
0	0
26	29
24	27
32	47
25	25
48	55
89	86
73	60
187	298
290	230
1	1
2	3
18	18
15	15
26	35
44	52
60	66
141	141
111	133
108	112
7	9
35	39
41	43
87	87
149	149
80	79
59	62
104	128
146	184
217	183
3	3
3	3
4	7
20	20
34	35
28	28
28	25
37	48
29	43
110	105
2	3
10	10
8	8
8	12
7	7
14	14
21	13
26	19
52	45
90	165
4	4
5	5
5	8
19	21
29	29
45	45
120	106
51	63
95	125
242	195
5	6
10	10
15	18
22	31
49	37
72	72
109	120
139	139
116	100
93	99
0	0
8	8
12	12
46	46
120	101
60	59
60	70
213	256
140	142
300	294
0	0
3	3
2	2
11	11
13	13
10	10
13	22
20	20
59	59
79	78
1	1
14	14
12	13
14	15
37	37
21	29
95	97
104	107
140	121
235	199
11	11
15	15
20	20
19	18
31	31
31	31
36	43
41	59
73	70
118	123
3	3
6	5
13	13
7	7
15	20
27	27
40	30
85	68
328	284
547	504
9	9
21	19
36	50
24	23
30	30
59	59
73	51
102	107
83	82
212	207
0	0
19	20
25	25
42	42
26	36
75	75
49	54
47	58
78	71
78	78
1	1
46	46
14	23
21	21
35	25
74	74
31	38
64	64
82	78
112	111
0	0
6	6
9	9
23	21
29	27
80	79
50	59
165	200
137	125
361	332
1	1
3	3
8	8
8	8
28	28
43	33
40	46
47	53
173	156
390	374
6	6
2	2
4	4
10	9
27	23
28	24
37	33
65	80
64	83
87	140
0	0
1	1
20	31
21	23
33	30
24	24
23	23
115	95
113	109
212	205
5	5
7	7
6	6
12	13
14	14
16	22
51	49
65	55
225	151
237	220
1	1
1	1
3	3
6	6
12	12
37	37
35	45
49	61
235	205
201	241
0	0
3	3
14	14
14	14
17	17
26	26
28	28
54	54
39	39
105	106
7	7
9	15
17	13
13	15
21	22
39	28
58	58
81	79
79	108
294	250
0	0
2	2
10	10
15	15
12	12
17	13
51	51
43	46
49	49
260	260
3	3
3	3
6	6
31	31
23	30
16	21
20	22
54	51
58	69
106	88
10	10
25	25
16	16
15	34
69	84
86	86
152	137
106	82
112	113
172	163
10	10
21	21
21	25
18	18
23	23
98	98
59	152
100	92
150	154
198	203
1	1
1	1
19	19
35	31
35	35
39	54
80	87
84	80
106	109
272	264
22	22
30	30
49	51
34	46
28	26
76	55
72	89
97	68
88	104
198	198
0	0
10	10
7	7
10	12
31	49
33	44
30	61
54	49
40	74
106	93
3	3
7	7
5	5
20	20
46	45
55	55
64	64
41	39
70	104
101	84
0	0
0	0
10	10
18	18
18	17
33	33
56	56
28	28
56	55
133	172
7	7
11	22
25	25
15	30
31	31
36	42
46	38
53	71
62	62
673	652
1	1
13	13
23	30
26	26
29	31
26	26
65	72
133	159
172	250
347	327
6	8
12	12
42	43
77	77
33	35
90	90
129	115
100	132
128	152
96	106
21	21
10	10
16	13
14	14
62	36
47	42
60	61
81	88
290	254
364	362
1	1
21	21
8	8
16	19
24	26
22	37
51	58
189	187
72	71
224	221
1	1
22	22
27	27
37	37
38	32
36	34
104	87
66	66
84	80
129	161
3	3
9	9
27	27
23	23
32	28
41	34
63	62
60	89
157	161
188	197
3	5
12	12
15	23
24	23
49	34
51	78
85	85
155	138
86	86
212	165
23	22
19	27
28	28
88	114
52	51
53	49
54	63
96	84
290	300
823	829
3	3
5	5
7	7
15	15
9	17
15	15
19	32
37	37
105	86
147	136
16	16
37	37
52	52
68	70
102	129
139	139
122	136
154	123
249	230
136	125
3	3
19	19
28	33
24	24
96	96
55	76
51	78
73	50
146	157
487	476
6	6
4	4
14	14
25	25
17	27
25	39
35	42
87	88
102	124
316	312
0	0
3	3
9	9
15	15
36	36
38	35
72	70
98	70
150	234
130	165
9	16
6	6
28	28
11	11
19	14
26	21
18	18
175	175
150	115
238	254
3	3
15	15
8	8
14	14
26	19
18	18
19	31
20	33
100	127
91	99
13	13
9	9
28	28
29	29
33	36
117	120
120	161
174	245
196	196
315	298
4	4
22	18
80	80
23	30
23	23
38	43
34	41
74	62
123	120
125	126
0	0
24	24
14	13
22	17
14	20
50	38
121	113
69	105
149	166
282	282
21	13
11	11
46	46
18	19
20	20
34	26
27	27
45	73
105	92
143	144
17	18
21	21
34	30
55	55
105	105
53	46
69	70
106	139
115	92
106	150
0	0
2	2
9	9
9	9
9	9
28	28
35	35
113	113
50	61
745	695
3	3
6	6
16	16
19	19
19	21
33	40
33	34
94	114
126	134
364	342
11	9
21	28
24	24
19	27
106	106
54	54
43	43
113	79
125	213
214	176
6	6
9	9
19	15
15	14
41	41
28	29
36	36
44	57
165	201
461	376
2	2
11	11
10	10
9	9
14	13
20	20
43	54
167	167
111	111
288	288
7	7
8	8
21	21
8	8
20	20
29	29
16	12
59	60
159	283
204	209
4	4
5	5
23	23
19	19
24	24
29	38
42	42
62	42
220	220
171	151
0	0
4	4
13	13
21	15
24	19
30	30
34	28
42	38
114	128
298	256
34	34
60	58
36	36
40	44
130	130
49	54
69	53
66	65
95	110
194	157
1	1
7	7
5	9
12	12
14	20
53	63
101	94
219	219
160	160
484	403
15	15
27	27
65	72
96	68
73	66
52	56
133	133
60	53
137	85
107	216
0	0
7	7
6	6
9	8
25	25
57	57
78	59
53	99
125	109
184	174
0	0
3	3
7	7
7	6
12	15
14	15
27	38
68	54
52	52
152	171
1	1
2	3
23	23
25	25
35	26
30	30
38	38
94	90
75	66
151	135
25	25
25	25
23	34
40	32
30	30
39	61
72	71
33	33
80	89
176	162
3	3
10	10
23	23
20	21
47	43
57	57
96	105
79	86
208	208
360	307
10	10
17	17
26	37
61	65
58	61
68	89
79	83
114	119
157	181
220	203
4	4
18	18
32	32
28	28
50	63
74	79
52	61
143	144
101	99
85	110
0	0
1	1
38	38
40	40
83	63
58	46
52	54
78	89
180	194
290	310
2	2
7	7
35	35
23	24
36	40
62	90
55	47
78	97
137	132
159	185
1	1
10	10
8	8
13	13
22	27
31	34
80	92
46	64
124	135
101	115
11	11
21	21
13	28
24	21
46	35
46	65
35	56
48	42
79	91
117	120
6	6
8	8
9	9
9	9
35	30
35	35
67	67
69	89
77	66
140	107
5	8
12	12
22	16
22	20
21	21
57	63
52	49
60	58
91	120
92	84
3	3
2	2
15	15
6	6
7	7
15	12
45	45
61	61
267	267
242	199
2	2
12	12
8	8
13	13
40	40
17	17
43	38
33	33
45	44
67	54
0	0
3	5
12	12
24	28
46	43
63	63
94	80
62	75
179	159
229	210
6	6
12	8
13	13
28	28
37	37
47	60
108	108
70	74
77	89
387	364
1	1
4	7
18	32
38	31
32	29
66	67
127	115
111	152
222	222
104	88
8	8
8	8
11	8
45	45
27	27
57	50
59	59
43	49
110	115
153	130
0	0
10	10
7	7
9	9
12	12
11	11
41	41
25	25
33	67
190	171
1	1
3	3
6	6
10	10
12	15
31	31
61	73
114	141
242	251
409	394
0	0
6	6
11	11
16	16
24	24
21	21
14	23
27	34
44	44
141	145
0	0
1	1
2	2
10	10
12	12
28	28
42	58
43	65
162	160
120	126
1	1
10	10
14	16
30	30
36	36
25	47
36	35
29	29
43	43
350	360
3	3
11	11
17	13
17	17
17	32
22	22
33	31
49	69
128	133
463	530
0	0
1	1
6	6
10	10
33	56
78	89
90	90
54	55
195	211
256	225
1	1
2	2
31	31
8	12
31	31
21	21
54	49
140	104
192	203
433	483
4	4
10	14
21	16
23	26
80	127
117	146
115	114
142	156
137	180
172	191
0	0
2	2
1	1
4	4
19	20
32	20
93	138
164	153
673	633
331	331
8	8
19	21
30	30
32	32
39	53
63	55
49	49
72	83
74	73
128	101
0	0
4	4
5	9
15	15
16	18
18	23
50	45
81	83
97	81
120	118
11	11
11	11
12	12
17	40
18	18
31	31
58	43
65	62
89	96
225	246
10	10
12	12
19	22
29	29
19	24
27	27
58	49
80	87
74	72
94	94
3	3
7	7
8	8
6	11
28	36
37	40
69	94
83	82
117	102
111	106
10	10
29	29
15	15
22	30
23	23
31	31
55	50
60	60
72	73
89	119
7	7
10	10
8	8
36	31
22	22
35	35
43	37
52	58
55	54
66	53
12	12
17	17
38	38
36	41
56	48
41	41
44	68
144	127
123	105
120	130
8	8
30	38
14	14
18	15
22	22
35	35
135	111
109	127
147	147
405	411
0	0
4	4
16	16
25	22
71	55
85	79
109	105
80	138
175	189
218	218
6	6
11	11
9	11
22	22
60	55
36	50
52	79
86	67
84	84
114	103
0	0
3	3
10	16
14	14
15	13
28	28
15	18
64	59
94	111
245	263
9	9
29	29
30	30
24	32
29	35
27	27
28	29
40	74
68	67
81	97
1	1
3	5
12	12
12	13
26	26
28	28
55	49
83	87
72	76
103	94
1	1
4	4
7	7
9	9
51	39
72	86
101	78
97	94
124	93
165	268
1	1
12	20
24	24
91	91
65	65
53	53
46	46
128	146
265	289
124	141
1	1
5	6
22	22
22	17
24	33
29	35
48	52
125	132
122	121
329	337
0	0
28	28
16	18
24	28
64	64
32	32
42	63
105	122
128	102
1030	939
5	5
10	10
17	17
20	20
51	51
38	38
92	92
111	111
159	172
195	168
2	2
13	10
18	20
40	40
32	32
27	27
25	25
67	52
111	111
166	166
4	4
28	15
34	42
35	35
103	89
126	89
130	131
145	152
72	109
117	154
2	2
17	17
28	22
22	34
39	39
44	42
41	40
75	62
54	43
130	159
5	5
4	7
10	15
21	30
36	29
35	35
53	45
44	53
46	58
178	119
9	14
21	21
24	24
25	47
100	89
111	83
70	106
196	153
143	123
235	242
9	8
25	25
28	28
25	23
63	63
36	38
32	63
62	64
127	128
187	206
3	3
17	17
30	21
40	40
19	21
49	49
46	41
72	72
74	74
143	105
3	3
7	7
10	10
28	28
19	23
36	31
45	39
68	85
57	71
276	232
2	2
10	10
16	16
13	13
29	29
30	30
56	62
117	122
129	109
114	114
15	15
6	10
18	23
29	28
32	31
31	35
128	128
46	45
69	74
70	90
5	5
15	20
27	27
48	48
43	55
71	90
66	113
73	73
204	162
182	161
1	1
3	3
10	9
12	12
16	16
37	41
73	67
113	118
379	387
769	705
0	0
1	1
1	1
8	8
14	13
19	24
55	55
64	51
85	91
104	101
3	3
2	2
8	8
7	9
44	37
47	51
164	155
270	268
231	233
191	255
4	4
25	25
27	33
27	24
22	25
48	56
66	66
100	125
198	198
98	108
4	4
6	6
4	4
10	10
15	15
8	16
21	21
13	12
52	44
69	54
3	3
3	5
5	5
10	10
8	8
34	28
56	56
73	73
85	85
264	263
3	3
4	4
12	16
16	16
37	30
36	36
21	21
46	46
69	59
159	175
2	2
6	6
39	37
35	34
34	34
37	65
41	52
70	76
77	72
101	100
36	36
63	63
52	39
44	44
52	49
49	51
87	87
201	242
190	147
431	419
3	3
10	10
8	8
12	12
27	35
57	59
57	42
129	129
131	105
165	155
0	0
4	4
10	10
13	20
13	13
44	35
31	38
52	51
153	153
99	75
3	5
4	4
12	12
7	7
32	32
23	23
42	28
57	44
116	134
132	133
7	12
13	12
15	15
38	40
55	57
66	66
132	132
96	96
84	81
223	206
0	0
4	4
2	2
13	24
26	26
39	37
47	62
59	54
52	54
180	239
4	4
7	10
13	12
18	18
13	12
26	26
17	16
60	64
45	50
283	257
4	4
4	4
6	6
8	8
5	5
10	10
24	33
41	63
72	73
79	79
6	7
15	11
22	22
20	33
41	41
77	85
83	67
52	52
84	91
122	114
6	6
3	3
3	5
7	7
23	22
81	79
65	51
90	87
111	85
142	166
3	3
30	30
38	38
58	60
48	50
66	66
110	89
82	96
103	120
122	95
1	1
1	1
21	21
14	12
31	31
36	36
158	161
133	133
128	162
310	298
4	4
11	11
41	41
38	35
62	53
52	51
67	149
83	103
129	129
621	559
8	8
33	33
33	33
33	33
39	34
46	41
117	88
70	70
96	132
248	278
6	6
9	9
14	14
21	21
22	22
29	29
104	82
98	100
209	215
389	363
8	8
22	24
51	33
26	26
48	50
40	40
71	80
150	150
199	210
219	227
4	4
6	6
19	19
33	33
29	34
72	43
49	68
50	46
138	113
107	109
3	3
3	3
5	6
13	11
17	18
17	16
93	116
150	130
233	254
275	289
12	12
5	5
8	8
12	12
14	15
92	92
19	19
73	70
42	93
217	216
1	1
4	4
5	8
15	20
23	19
38	44
21	21
21	20
84	62
86	86
0	0
2	2
9	9
20	19
19	22
25	27
64	66
75	75
100	133
132	122
10	10
8	8
23	23
49	49
29	39
44	74
70	69
86	94
295	247
294	275
0	0
6	6
8	9
13	12
21	18
35	36
98	98
55	57
51	37
70	91
8	14
18	18
31	51
47	62
53	53
72	75
156	134
55	88
180	147
169	182
0	0
1	1
3	3
16	16
52	42
55	55
58	62
59	66
177	164
145	153
1	1
13	13
16	16
15	17
29	29
60	60
91	83
62	65
90	90
96	117
10	10
12	12
9	17
27	27
25	20
58	62
107	119
77	125
176	139
270	270
3	3
6	6
11	11
10	10
12	12
42	40
64	58
100	73
79	73
267	273
3	3
26	26
23	18
27	41
49	37
27	39
62	90
112	98
193	239
304	326
4	4
36	36
22	28
54	43
74	70
44	44
54	46
67	70
68	71
92	116
3	3
2	2
22	22
34	28
55	55
52	52
55	62
45	51
36	43
61	38
19	23
26	29
22	27
51	51
48	43
35	38
64	92
118	89
94	92
116	120
2	2
2	2
8	8
38	38
13	13
22	27
29	52
89	77
133	116
162	145
3	3
3	3
7	7
7	7
5	5
26	26
27	40
96	100
101	88
154	121
6	6
8	8
22	22
12	10
56	56
92	92
54	46
133	133
184	163
375	327
18	18
16	16
16	20
26	33
34	34
55	61
4	4
50	93
110	110
123	136
0	0
21	21
15	13
27	31
19	19
29	29
30	30
96	87
93	118
287	290
6	6
6	6
16	16
22	24
49	49
46	42
59	50
77	67
78	78
58	82
11	11
9	9
9	9
12	13
20	20
18	21
79	70
95	78
82	64
152	152
3	3
2	2
14	14
11	12
12	12
75	96
71	65
113	117
182	157
297	297
7	7
7	10
12	12
45	45
19	19
25	25
52	41
56	90
83	97
102	102
8	8
15	15
64	78
56	47
37	55
56	58
129	153
54	54
87	141
278	291
8	8
16	16
35	39
88	75
233	215
55	55
95	91
130	129
114	143
117	117
8	8
8	21
12	13
20	23
49	49
56	60
58	93
102	99
92	102
618	681
2	2
2	2
5	5
35	32
28	30
61	49
22	22
37	28
64	64
159	190
3	3
32	32
12	18
28	42
26	25
39	38
39	31
31	31
68	68
181	187
3	3
6	6
19	24
18	18
23	22
22	36
46	46
98	87
66	71
137	125
3	3
2	2
5	5
8	11
11	11
38	38
21	21
42	41
168	168
123	103
11	11
34	32
16	22
25	30
41	31
30	31
37	37
79	76
57	54
78	82
8	8
22	23
76	76
76	73
93	79
108	91
134	97
159	175
243	171
207	216
5	5
14	14
14	13
16	16
66	67
85	79
72	72
92	100
104	123
149	192
36	36
36	32
38	45
33	60
110	72
50	56
104	95
78	79
100	115
286	229
2	3
10	10
13	11
13	12
15	13
68	68
101	101
96	79
85	144
171	171
3	3
16	16
11	11
27	27
26	24
28	32
61	55
53	57
75	73
124	124
4	4
7	9
15	15
14	11
16	16
36	33
24	30
55	55
46	40
236	222
3	5
15	15
20	20
18	13
19	19
15	22
24	23
27	22
92	66
89	78
5	5
36	36
17	17
23	23
92	92
51	51
40	34
144	127
93	110
91	111
0	0
6	6
22	22
14	14
13	9
19	19
44	44
99	105
83	119
229	229
10	10
92	92
41	37
55	55
37	37
89	78
127	121
96	81
137	137
100	84
0	0
8	8
29	29
13	26
20	20
29	33
91	91
104	103
81	71
223	248
4	4
25	25
32	32
47	47
49	45
42	46
70	63
73	78
108	106
310	264
0	0
4	4
7	7
8	10
12	12
56	43
61	44
93	93
106	120
308	270
16	16
33	31
16	18
32	32
29	31
27	27
41	40
71	66
63	57
104	134
16	26
20	41
57	57
47	41
42	42
41	46
67	65
84	80
131	156
415	415
12	10
9	10
14	24
29	35
32	27
38	35
54	67
85	104
74	81
358	358
12	8
16	16
34	35
57	45
38	38
90	77
139	100
105	153
81	81
125	130
4	4
5	8
28	28
32	32
29	29
43	71
53	51
82	72
91	91
262	314
3	3
4	4
14	12
36	27
29	29
52	36
50	48
68	91
136	127
465	532
3	3
7	7
23	17
28	28
34	34
77	66
102	94
102	96
162	174
225	268
13	13
45	45
24	31
45	53
52	54
78	73
96	83
80	79
70	86
117	157
21	21
28	28
20	20
20	20
16	20
20	20
21	20
28	31
47	35
118	108
1	1
10	10
10	10
27	27
41	56
50	55
54	51
92	77
343	363
208	265
3	3
46	46
13	13
41	41
28	28
24	24
44	48
167	153
225	225
121	96
4	4
4	4
10	10
15	15
23	23
35	35
42	61
45	45
40	68
71	81
3	3
11	11
9	9
9	9
11	11
17	17
31	50
84	84
63	63
108	131
0	0
1	1
2	2
14	14
41	39
74	74
49	49
106	95
130	107
127	108
0	0
5	5
9	9
7	7
10	10
15	15
13	13
19	19
260	261
164	159
1	1
3	3
3	3
3	3
11	11
8	8
21	21
23	33
47	41
152	146
1	1
7	9
15	15
21	21
34	26
52	52
22	33
53	55
117	155
265	265
5	5
10	10
16	16
28	28
21	42
20	20
61	52
49	61
189	189
278	251
3	3
7	9
18	18
30	26
22	22
34	36
39	39
46	46
105	83
63	63
9	9
7	7
12	10
21	21
29	29
74	64
84	84
175	175
108	122
250	247
15	15
24	24
17	15
31	32
26	23
23	23
54	39
75	60
74	105
511	479
10	10
13	23
32	32
51	62
86	68
47	68
42	52
72	93
59	96
343	343
0	0
0	0
27	27
30	40
26	33
125	151
101	88
200	200
111	143
150	135
17	12
25	28
29	29
31	27
152	152
44	44
96	142
101	108
163	171
185	185
0	0
1	1
3	3
3	3
9	9
13	14
14	14
140	140
158	126
156	186
3	3
12	11
15	14
12	12
43	43
59	57
48	50
55	58
108	97
98	103
4	4
21	21
15	12
14	18
13	13
27	27
54	58
37	47
50	83
157	120
7	7
10	10
13	13
25	25
36	36
46	46
45	35
76	76
129	138
96	104
0	0
16	16
18	23
35	35
35	35
26	26
284	284
151	129
198	177
281	290
3	3
5	5
11	11
15	24
56	49
34	34
59	90
89	89
102	102
198	199
6	6
28	28
27	20
20	46
53	53
62	62
107	92
60	76
84	90
288	245
8	8
29	29
27	27
38	38
39	39
50	52
99	99
58	75
96	84
120	152
11	11
23	33
24	27
19	30
99	99
51	68
82	71
92	96
117	131
223	223
3	3
4	4
13	13
25	25
37	37
96	96
67	67
102	74
81	81
87	89
0	0
24	24
24	38
38	27
41	49
40	41
56	60
78	64
55	59
117	132
2	3
8	8
9	9
28	28
35	53
25	25
57	57
61	61
71	102
198	171
0	0
18	30
42	41
78	79
99	99
121	121
89	78
180	203
167	166
228	267
6	6
10	20
12	12
18	19
32	33
42	48
81	89
63	63
186	241
231	231
10	10
20	17
24	20
48	84
95	95
91	119
86	67
54	70
141	181
110	104
1	1
3	5
7	8
9	9
12	12
46	54
29	29
29	30
81	88
118	101
4	4
13	13
18	18
21	21
103	103
34	34
60	49
79	95
217	202
306	365
0	0
10	10
24	24
24	24
38	36
27	27
33	34
45	46
113	103
60	76
2	2
3	3
12	14
31	39
39	39
46	58
60	51
49	57
55	75
147	190
0	0
5	5
9	9
8	17
17	17
16	16
77	57
59	69
101	115
426	440
5	5
14	14
14	19
34	34
35	38
48	42
58	58
62	67
102	107
148	155
4	4
20	20
17	31
17	21
68	56
57	57
62	71
109	89
117	102
121	105
2	2
6	6
21	21
47	39
25	28
41	61
64	64
81	61
109	105
220	220
4	7
5	5
9	8
24	24
31	31
46	43
67	68
73	60
87	94
92	98
1	1
43	43
25	25
63	47
53	58
58	57
94	85
137	134
241	293
335	339
3	3
6	6
6	11
5	5
15	16
13	18
36	51
127	127
57	57
59	59
14	14
23	23
15	15
26	20
16	19
33	49
29	24
64	64
187	183
309	304
3	5
9	9
9	14
31	31
44	60
53	48
69	69
58	62
136	95
172	178
0	0
2	2
26	26
21	24
32	40
46	81
111	108
153	141
163	162
263	261
6	6
7	7
28	28
24	18
27	21
25	20
18	33
42	33
40	28
75	75
6	6
4	4
8	8
11	11
16	16
20	31
29	36
42	46
45	53
164	164
7	7
12	12
37	27
39	39
57	57
136	134
207	162
453	465
623	681
954	954
0	0
4	4
15	15
31	31
15	16
23	30
32	32
194	193
157	142
223	296
0	0
3	5
21	21
13	13
15	15
51	47
81	85
96	101
156	137
127	151
2	2
5	5
6	6
24	23
22	22
57	49
44	44
123	130
173	203
219	249
0	0
3	3
7	7
13	28
19	21
21	18
109	81
97	93
136	179
127	129
0	0
5	5
8	6
4	4
7	12
22	22
21	21
19	18
22	22
38	42
1	1
10	8
17	17
66	66
17	17
37	37
71	82
316	302
176	149
178	188
3	3
20	29
18	19
44	52
37	60
33	33
59	59
71	81
79	68
71	71
10	8
13	13
9	15
13	12
25	28
58	41
46	46
50	50
116	124
199	215
9	13
13	13
24	16
17	17
36	36
41	54
74	74
48	60
93	97
465	368
1	1
10	10
4	4
11	9
8	8
7	7
21	21
33	33
75	69
144	164
2	2
2	2
10	10
20	20
51	62
86	81
90	112
84	100
125	144
247	253
4	4
10	10
18	29
24	24
19	31
49	49
53	47
88	89
45	64
257	199
0	0
8	8
10	13
15	27
78	78
36	36
23	24
94	94
40	47
136	136
3	3
10	10
14	14
14	20
33	35
26	36
59	64
82	66
60	48
52	47
1	1
2	2
11	11
6	6
48	54
153	153
58	67
160	170
82	134
161	158
2	2
1	1
3	3
10	10
20	20
74	74
125	127
110	107
123	95
330	267
3	3
12	12
15	15
24	24
36	41
38	41
93	104
65	65
90	88
320	301
1	1
2	2
3	3
7	7
25	25
76	76
55	52
98	71
76	105
122	103
7	7
7	7
7	7
37	28
24	35
24	32
54	53
66	73
141	157
252	217
6	6
3	5
8	8
24	21
48	46
45	30
60	48
79	81
98	83
85	116
7	9
20	25
22	22
27	28
29	29
23	23
38	38
32	32
106	106
83	87
5	5
21	22
45	45
62	62
56	92
48	48
43	60
66	65
92	73
74	76
0	0
4	4
9	9
8	7
95	94
73	100
127	127
118	145
121	121
413	337
0	0
7	7
14	24
67	55
47	47
38	38
81	79
48	45
247	220
231	239
1	1
3	5
9	9
19	19
23	23
31	34
70	51
117	107
80	69
136	149
0	0
1	1
21	28
26	17
58	45
57	50
134	90
82	74
88	101
99	139
10	7
11	11
10	10
20	27
19	25
96	96
43	54
56	57
85	101
169	143
9	11
8	8
8	8
11	11
21	19
37	29
38	44
69	58
59	64
84	89
4	4
4	4
15	15
7	7
10	9
13	13
18	17
37	32
36	38
66	72
3	3
16	15
17	16
18	15
39	49
86	78
77	77
54	59
98	98
121	95
5	5
10	10
16	21
13	13
26	28
56	50
35	30
54	60
70	61
85	80
0	0
7	7
7	7
37	25
60	52
41	49
43	50
98	114
96	113
185	187
15	15
8	8
6	6
34	32
37	37
50	66
80	80
262	236
194	189
321	327
1	1
6	6
11	16
14	15
36	29
44	44
73	68
69	68
154	159
123	141
7	7
6	6
16	16
28	28
25	26
45	51
35	52
41	50
52	54
59	59
4	4
6	6
18	18
8	8
37	37
97	97
119	119
160	126
