Real	Counterfactual
65	54
63	98
427	376
2	2
8	8
18	18
18	14
18	22
27	28
65	85
55	61
171	197
137	180
1	1
17	17
18	14
79	79
80	81
73	85
68	55
77	94
51	51
431	393
0	0
4	4
13	13
23	20
13	13
72	72
77	79
66	73
137	126
202	217
0	0
1	1
3	3
29	22
39	37
32	45
52	52
63	64
55	49
255	267
12	18
14	19
24	17
22	22
30	30
31	31
47	52
63	42
146	126
167	171
5	6
4	4
26	26
29	29
54	62
103	68
125	125
96	96
207	196
179	175
15	15
9	16
22	34
17	26
27	36
31	31
35	43
75	78
110	86
62	63
2	2
19	19
13	21
36	36
53	39
115	120
106	106
134	132
296	296
261	251
27	27
25	30
34	37
53	52
49	49
88	88
73	111
50	78
85	97
192	181
10	10
6	10
9	14
15	15
8	18
14	21
17	20
29	30
45	38
101	94
2	3
14	14
52	49
99	99
52	54
71	108
91	116
135	126
90	94
117	135
8	8
19	19
19	19
22	22
46	50
25	24
56	56
74	60
70	67
253	226
0	0
1	1
17	17
18	18
40	45
55	43
64	53
156	134
113	102
91	94
3	3
15	13
20	20
32	40
33	33
48	34
85	106
75	75
51	82
228	238
6	6
11	11
9	8
15	15
71	71
48	48
56	54
66	63
151	143
209	215
1	1
1	1
5	5
15	15
20	20
26	26
50	50
51	51
96	106
140	121
4	4
14	14
10	16
36	36
44	44
70	53
69	66
101	107
121	121
106	106
10	10
33	33
34	34
44	44
51	39
46	56
98	88
97	93
107	108
143	266
1	1
24	19
20	20
39	31
37	37
44	51
117	117
97	102
144	128
268	297
3	3
17	17
27	45
34	34
53	65
37	37
43	45
45	72
86	104
196	193
0	0
9	12
14	14
28	24
26	26
40	47
37	55
72	51
88	88
317	308
4	4
4	4
22	22
15	24
17	18
21	27
38	36
60	59
116	124
143	145
1	1
2	2
6	6
16	16
28	23
15	20
18	18
56	43
53	59
84	84
0	0
5	5
24	26
17	17
20	20
70	75
103	74
109	132
116	156
210	157
9	9
16	17
23	23
51	52
41	41
84	82
90	112
271	273
268	268
410	348
0	0
3	3
3	3
9	9
15	15
14	14
9	16
20	20
34	34
87	94
1	1
8	18
14	14
34	37
30	26
46	46
50	70
94	91
65	47
102	99
0	0
1	1
13	13
27	24
22	22
37	32
43	43
29	36
49	55
207	252
1	1
1	1
27	29
38	38
44	53
86	97
71	104
117	103
124	110
213	194
8	13
10	10
11	11
14	14
26	26
23	23
46	46
67	74
29	29
77	58
0	0
4	4
4	4
22	22
44	34
20	28
77	70
143	115
71	115
170	163
2	2
13	10
10	19
29	36
25	35
25	25
79	79
71	81
113	114
140	126
10	10
9	9
9	9
18	13
78	78
18	23
32	29
42	34
86	68
150	166
1	1
6	6
7	7
13	13
14	14
16	16
29	29
104	83
52	52
164	163
1	1
5	8
13	10
36	35
56	49
112	113
72	70
77	68
85	65
137	134
1	1
3	3
23	23
21	21
42	55
92	76
75	75
132	138
190	198
389	416
4	4
6	6
67	67
89	89
79	92
65	80
141	137
105	105
120	120
259	228
10	10
3	5
9	9
18	15
46	46
23	23
45	56
85	73
44	54
65	74
3	3
7	7
18	18
15	31
22	22
23	33
96	96
45	45
47	47
63	63
0	0
9	9
12	12
15	15
28	28
19	25
52	52
37	48
73	71
62	73
0	0
5	6
11	11
33	30
59	59
119	119
84	72
74	68
99	90
174	146
0	0
1	1
22	22
10	10
27	33
18	18
35	25
46	45
71	87
73	86
0	0
2	2
7	7
17	17
35	35
41	49
81	78
207	214
254	244
520	402
7	7
6	5
23	23
33	21
23	23
34	37
45	43
41	41
75	87
223	225
1	1
3	3
10	10
46	46
28	41
36	36
104	88
154	154
149	210
293	190
8	8
17	18
40	36
47	27
27	27
49	50
42	35
74	74
77	62
114	119
0	0
1	1
4	4
15	14
32	32
82	74
182	184
109	118
136	119
111	111
12	12
16	16
39	31
28	28
49	46
33	36
104	128
83	77
211	185
171	166
1	1
7	7
10	10
34	39
31	32
30	46
58	47
39	58
56	54
139	141
3	3
6	6
25	19
24	24
43	52
88	88
78	78
91	91
98	112
168	167
5	5
13	13
15	15
17	17
38	38
87	82
83	83
122	92
160	160
206	186
19	19
14	25
34	34
34	44
34	28
88	75
43	43
86	80
121	157
182	199
48	48
38	29
61	61
54	48
42	46
60	49
40	38
38	47
73	73
181	204
8	8
7	7
25	25
34	34
37	37
110	110
80	90
158	158
87	86
237	237
0	0
7	7
18	18
15	21
26	34
30	27
31	31
51	68
131	143
141	111
3	3
8	8
27	27
20	37
54	54
50	50
46	49
132	169
128	162
278	340
8	9
17	15
14	14
45	45
53	49
70	52
62	62
67	65
194	156
484	483
7	7
8	8
17	17
15	18
38	38
71	130
75	80
62	81
86	136
104	95
5	5
13	10
17	21
34	27
32	33
122	95
108	120
205	224
282	231
307	301
3	3
2	3
22	22
14	14
61	74
57	57
81	86
69	139
76	156
394	377
3	3
172	172
42	42
61	52
66	64
103	120
101	125
81	97
122	126
178	178
32	37
21	21
37	37
28	29
43	43
58	63
107	88
126	114
221	221
151	152
1	1
9	9
9	15
23	28
28	34
57	55
60	61
68	88
87	99
86	125
3	3
7	7
9	17
11	11
20	23
21	21
15	13
40	35
28	28
45	33
5	5
32	32
31	24
49	49
54	41
56	52
69	72
49	55
82	82
81	77
4	4
5	5
13	16
31	24
31	31
61	67
140	107
104	96
215	234
496	372
19	12
17	17
15	13
23	33
25	25
37	41
55	44
54	48
47	58
87	64
6	6
6	6
6	6
20	20
9	11
15	15
12	12
31	30
97	84
104	114
3	3
26	26
32	32
17	18
17	17
42	42
38	39
95	136
95	104
342	342
1	1
1	1
9	9
27	36
47	40
95	86
99	132
109	91
236	230
258	251
1	1
5	5
16	17
31	31
16	31
50	56
80	89
81	81
52	59
114	108
7	6
13	13
17	20
19	19
25	23
29	31
65	66
49	49
89	168
511	479
1	1
9	9
12	12
47	47
53	72
76	71
93	93
136	137
433	483
1087	1069
8	14
10	10
13	13
36	36
34	26
37	34
44	51
58	58
134	130
136	122
3	3
4	4
16	16
9	9
36	45
43	42
44	35
43	66
53	46
108	116
15	15
27	29
34	43
58	64
51	46
89	89
85	125
134	154
82	158
152	126
1	1
15	20
14	14
24	24
14	14
13	13
23	23
68	72
189	145
246	201
2	2
6	6
6	6
18	18
22	20
30	28
43	43
84	84
150	150
181	181
6	6
8	8
23	18
43	32
37	33
34	43
102	95
59	59
111	149
98	105
2	2
8	8
9	9
15	15
27	27
44	44
82	111
100	102
100	111
136	109
1	1
2	2
13	13
12	12
13	25
34	36
106	92
61	76
57	68
130	113
1	1
12	12
8	11
44	39
49	49
72	119
111	87
190	164
78	78
191	173
1	1
24	24
19	19
19	19
22	22
35	33
27	26
104	99
156	162
727	738
7	7
4	7
6	6
37	37
19	19
35	35
40	40
51	51
69	64
54	105
7	7
11	11
12	12
18	18
12	12
22	18
17	17
37	37
46	43
117	105
3	3
11	12
16	16
23	24
23	31
36	37
46	54
78	85
66	66
162	162
1	1
18	21
22	22
8	8
27	27
71	71
138	115
82	86
105	105
147	129
9	9
9	9
24	24
39	37
111	105
71	72
64	89
122	130
178	119
146	198
5	6
4	7
15	15
35	35
31	31
51	38
106	105
255	233
168	167
156	135
1	1
11	11
10	10
21	21
37	51
35	35
129	130
56	56
175	150
418	379
3	6
9	9
6	6
16	16
29	44
61	61
108	108
117	121
108	149
139	139
4	4
28	31
34	26
31	31
58	77
48	57
55	65
116	127
64	66
69	95
2	3
6	6
11	11
21	46
30	30
37	45
34	34
78	84
63	63
157	159
0	0
5	8
10	10
6	11
20	20
15	15
22	22
39	39
56	56
231	239
10	8
7	7
5	5
11	11
17	16
17	17
56	47
73	68
98	96
162	167
7	12
13	14
12	17
66	69
43	33
29	29
25	29
56	43
81	81
198	177
1	1
24	32
14	27
16	16
38	38
45	45
28	28
55	75
116	90
160	142
1	1
10	9
13	16
21	28
18	18
21	21
72	72
39	71
68	76
99	100
1	1
8	8
8	12
12	11
10	10
26	20
40	40
81	56
38	40
108	117
0	0
4	4
9	7
27	27
30	29
30	28
46	36
41	78
76	76
141	134
9	8
13	13
14	14
26	26
21	31
39	39
59	66
70	65
186	165
253	299
1	1
5	5
13	13
14	37
37	41
43	38
82	64
94	93
157	272
175	184
2	2
7	7
11	10
9	9
23	23
24	23
26	26
49	40
48	50
143	121
7	7
16	13
78	78
18	21
40	40
82	82
50	53
147	153
151	122
331	331
4	4
9	9
11	9
46	46
43	60
39	39
57	69
220	132
149	160
472	524
16	13
19	19
48	48
16	22
21	23
42	42
52	42
82	68
74	74
238	271
4	4
15	15
19	19
15	15
17	17
92	92
26	25
40	37
81	75
145	146
1	1
11	8
13	13
36	36
27	28
23	29
53	35
127	112
437	439
463	530
5	8
7	7
10	12
28	28
25	30
25	23
52	52
116	112
107	110
276	238
2	3
7	7
9	8
11	11
21	21
29	32
35	32
114	107
118	110
489	434
9	9
16	16
24	22
30	29
76	62
68	51
35	55
52	51
190	161
129	129
11	11
16	14
17	14
31	34
21	21
30	32
64	64
64	64
157	160
190	137
5	5
7	7
16	16
16	16
19	19
22	35
36	31
49	62
58	59
97	97
5	5
37	37
30	30
17	18
30	40
29	29
40	40
72	58
32	36
34	69
7	7
12	12
8	8
12	12
46	62
30	38
103	103
69	106
54	55
289	250
4	4
6	9
36	33
33	33
57	53
81	82
66	66
83	124
243	205
293	297
4	4
3	3
10	10
28	33
32	25
42	42
62	92
36	36
240	272
234	209
21	21
17	17
14	14
20	34
98	98
49	51
138	139
119	108
113	105
374	326
8	18
15	15
26	21
17	17
57	57
107	86
166	141
144	144
95	115
115	156
8	8
25	25
25	25
16	19
28	25
79	78
63	128
95	127
198	174
176	192
2	2
11	11
7	7
21	21
28	28
22	22
36	29
31	31
41	51
202	206
9	10
13	17
22	22
32	32
31	26
47	46
45	45
42	64
63	63
73	60
1	1
6	6
6	6
14	14
26	31
38	53
54	54
107	107
73	68
132	119
9	9
13	22
21	21
44	44
24	40
41	32
44	50
49	54
61	73
154	124
0	0
3	3
16	16
35	29
30	27
80	80
98	104
78	124
95	86
643	608
0	0
1	1
3	3
5	5
16	16
24	24
31	35
62	63
119	114
103	99
4	4
3	3
21	21
10	10
18	18
53	43
67	68
101	99
583	583
403	437
31	38
20	20
57	57
51	41
60	60
66	74
104	97
95	120
160	160
231	173
0	0
1	1
2	2
7	7
16	16
24	24
28	28
104	108
56	60
110	111
1	1
2	2
8	8
30	30
46	44
104	89
76	58
60	60
105	113
541	531
4	4
9	10
11	11
17	19
21	25
34	34
39	33
48	48
112	116
151	151
18	18
36	36
45	45
26	24
41	36
48	48
56	56
123	137
158	174
130	153
5	5
17	17
22	27
35	35
81	64
124	116
116	118
157	142
136	136
128	96
18	18
87	87
54	47
28	33
36	44
76	60
48	43
64	91
101	95
87	84
15	15
22	17
18	18
46	46
56	45
50	52
64	58
91	79
179	180
331	307
1	1
5	5
8	14
11	14
44	44
21	37
59	82
104	85
186	182
300	293
1	1
10	18
17	13
17	19
27	22
25	25
40	40
36	52
40	46
162	152
0	0
1	1
3	3
7	7
4	7
27	27
13	12
19	19
32	24
160	156
2	2
42	36
35	25
38	38
32	45
29	62
45	53
49	50
115	152
304	326
8	8
10	10
11	17
24	18
17	17
38	44
47	49
56	56
179	170
113	95
5	8
57	57
21	21
36	36
40	45
75	88
60	55
121	108
75	89
150	151
9	9
16	16
20	20
22	22
55	65
64	66
66	119
92	82
145	151
427	427
14	14
14	14
15	15
29	36
26	26
70	70
77	77
84	100
167	116
280	240
11	11
18	18
34	55
26	32
55	55
53	51
71	53
83	85
69	73
90	90
7	7
10	9
28	28
13	13
53	47
59	69
96	84
93	94
194	194
452	463
0	0
23	20
31	31
24	19
16	31
36	36
63	60
92	115
150	132
156	161
6	6
7	7
19	19
8	8
147	149
112	112
73	137
148	156
145	195
237	237
6	6
6	8
16	22
31	31
30	29
59	59
38	61
53	53
113	117
140	148
6	6
29	29
10	10
16	20
19	19
58	41
46	46
49	49
109	96
156	137
17	17
21	21
35	35
77	55
72	70
56	56
98	98
215	181
127	150
93	140
1	1
11	11
17	17
19	15
36	39
59	64
47	47
96	88
85	81
306	270
4	4
4	4
11	8
42	63
61	44
53	55
104	106
89	116
81	170
265	289
7	7
9	7
24	24
18	18
34	44
49	36
77	77
64	50
75	104
193	154
3	3
8	8
10	10
9	9
44	44
15	15
31	28
67	78
134	134
88	88
4	4
4	7
9	17
16	16
66	66
23	21
156	165
163	209
158	163
646	646
8	8
26	25
40	40
44	44
29	28
27	35
26	26
94	101
85	69
187	163
0	0
9	10
27	28
23	26
33	25
27	27
92	76
83	82
132	128
316	312
15	15
13	19
15	23
25	40
18	26
27	27
60	60
103	96
213	180
164	186
0	0
1	1
29	32
39	52
48	50
45	52
57	57
80	82
89	102
294	294
6	6
26	39
38	38
27	27
43	43
124	124
87	112
84	91
119	115
239	227
14	19
30	27
41	41
17	20
22	28
49	49
40	40
69	54
106	146
215	182
8	8
5	5
9	14
8	8
15	15
24	26
41	41
34	34
100	106
412	374
6	8
11	11
13	11
20	24
42	42
49	49
58	63
50	45
77	61
106	112
3	3
18	17
34	35
25	41
44	57
29	29
34	35
43	39
102	88
165	162
2	3
5	5
11	11
20	23
74	80
80	89
124	141
314	312
247	194
360	354
11	11
16	16
5	5
13	12
15	22
49	40
53	35
48	68
117	113
340	257
0	0
11	11
21	19
18	47
57	49
58	61
76	76
63	63
175	178
256	233
6	6
8	8
15	14
12	12
28	28
37	48
68	64
67	74
64	71
216	214
1	1
6	6
8	8
34	50
24	38
123	123
69	70
123	95
89	89
80	86
5	5
4	4
10	10
6	10
38	32
40	40
34	34
66	74
71	57
124	98
7	7
6	6
14	14
29	29
27	33
37	28
34	34
34	43
82	83
116	125
7	7
10	10
15	15
43	45
73	73
46	52
56	49
92	92
142	147
119	106
0	0
1	1
11	11
8	8
37	39
50	54
64	64
157	167
196	196
169	152
4	4
7	7
14	28
11	25
20	20
25	38
69	69
73	73
75	110
268	273
6	6
6	6
25	21
36	32
33	33
36	41
63	73
72	158
422	406
351	404
0	0
18	18
34	28
35	37
25	24
30	30
33	31
108	99
66	73
150	127
1	1
5	5
7	7
18	16
31	31
44	38
35	37
32	32
99	106
121	136
1	1
1	1
2	2
21	21
22	22
95	76
80	65
84	67
135	150
207	214
0	0
0	0
4	4
4	4
20	20
36	41
47	43
84	84
37	47
197	197
6	6
12	12
16	16
16	33
27	27
28	36
75	55
44	46
111	139
130	159
1	1
1	1
12	12
15	15
23	28
115	115
77	84
72	82
132	139
139	149
4	4
5	8
2	2
9	16
14	31
67	67
36	35
60	58
45	78
66	56
1	1
7	7
20	20
28	28
36	36
29	35
36	33
46	42
59	54
51	65
1	1
14	14
17	17
42	42
28	28
28	30
82	82
91	82
82	69
66	74
7	7
10	10
14	14
34	28
22	22
23	23
54	58
200	175
191	191
178	172
0	0
2	2
19	19
24	34
28	32
25	28
38	38
63	64
127	126
95	90
28	30
36	36
38	50
53	53
53	46
58	47
55	56
108	102
121	126
330	364
1	1
6	6
8	8
9	11
40	52
30	36
42	54
58	58
86	90
214	238
9	9
7	7
24	24
29	33
23	23
40	54
47	47
82	89
62	67
125	139
9	9
7	8
17	17
13	22
15	15
20	20
30	61
69	68
31	31
106	104
2	3
12	12
37	29
28	32
37	35
23	23
56	85
39	39
220	256
455	525
3	3
7	7
8	15
11	12
14	14
10	10
22	24
69	54
83	87
198	230
3	3
5	5
31	29
22	44
46	46
35	42
38	38
196	153
240	216
233	253
6	6
3	3
4	4
10	10
19	19
11	11
28	24
205	206
100	191
368	316
10	20
21	15
24	22
78	78
68	68
18	28
32	44
94	112
70	98
140	111
18	18
14	19
42	42
33	33
61	61
64	77
153	164
135	108
150	150
525	423
3	3
11	11
8	8
9	9
13	13
13	13
46	36
25	39
66	58
179	150
4	4
6	6
11	11
23	23
38	30
65	57
69	71
186	184
225	186
174	269
3	3
9	11
20	20
38	42
43	44
62	62
47	73
135	117
49	49
289	257
1	1
5	5
11	11
7	7
10	10
46	46
24	24
32	36
70	67
114	113
5	5
10	10
29	29
17	17
26	26
32	27
60	60
83	88
112	100
176	184
7	7
9	9
13	13
16	16
39	39
49	41
39	41
66	55
394	456
954	954
1	1
2	3
11	11
22	27
21	21
29	32
66	71
73	73
37	48
219	225
11	11
23	20
28	29
89	89
47	54
48	78
64	60
53	80
72	59
230	239
1	1
5	5
11	11
26	23
28	38
60	46
51	51
119	102
140	140
217	213
46	46
21	21
18	31
39	33
44	28
48	40
46	50
79	85
97	126
237	264
2	2
15	15
11	11
26	24
15	33
56	56
33	31
40	41
82	82
145	145
4	4
6	6
8	9
12	12
17	32
23	31
31	31
27	27
31	57
80	65
0	0
9	9
45	45
17	17
50	50
19	23
76	76
65	68
60	107
129	100
5	5
10	10
13	17
28	28
30	30
27	27
90	112
160	172
132	133
184	163
7	7
37	37
20	22
25	25
26	60
70	59
90	79
99	87
108	96
59	62
3	3
5	8
16	16
94	94
62	86
70	65
83	93
125	121
119	93
235	282
2	2
3	5
10	10
7	12
22	27
32	41
44	33
43	71
39	48
156	152
7	7
6	11
11	25
48	50
35	51
45	54
51	58
39	39
164	170
492	431
4	7
11	15
13	19
13	13
51	51
32	36
68	68
93	79
170	166
162	108
0	0
1	1
8	6
19	21
25	21
50	58
45	57
57	47
110	137
85	85
3	3
20	20
29	21
15	16
40	40
77	58
62	62
85	71
89	90
227	208
10	10
6	11
67	67
43	38
44	53
44	41
60	68
54	38
60	65
97	79
3	3
8	8
13	13
24	24
23	34
31	60
31	31
73	72
123	130
178	201
1	1
5	5
8	8
47	38
21	24
39	44
41	41
83	94
114	114
144	145
5	5
20	25
12	18
16	17
34	29
33	34
41	37
102	82
68	54
129	129
6	12
8	8
23	17
96	96
42	46
40	40
54	66
140	148
198	148
454	393
5	5
10	10
12	12
12	12
12	10
36	36
62	52
85	91
54	56
111	110
7	7
29	29
10	10
27	25
27	30
55	55
87	90
42	64
106	106
164	163
1	1
11	11
8	11
11	11
50	53
76	75
68	65
91	89
128	166
132	175
0	0
9	13
36	26
18	18
26	46
32	42
129	157
68	93
201	218
218	205
3	3
5	5
7	7
40	30
73	66
52	65
88	83
108	131
188	200
243	243
16	16
20	39
34	30
44	62
62	61
73	59
63	61
140	143
122	130
119	185
11	14
39	29
34	33
53	43
78	78
103	94
103	105
106	85
113	89
832	809
0	0
3	3
6	6
9	9
39	39
89	92
59	58
83	82
101	91
86	117
8	8
21	17
24	20
37	36
32	32
66	66
98	98
80	116
95	79
209	209
2	2
5	5
38	38
14	14
18	16
21	21
17	17
78	95
99	85
112	86
6	6
4	4
22	25
28	31
50	44
70	89
73	73
95	88
103	102
395	379
0	0
3	3
6	5
21	29
92	92
35	36
46	76
70	74
88	97
161	169
13	13
21	25
28	28
15	15
62	62
47	38
65	84
103	118
76	87
376	406
6	10
10	10
35	35
44	40
52	52
24	24
43	42
36	55
95	97
159	220
13	13
29	25
30	30
23	22
22	22
56	54
30	41
70	75
243	249
238	246
5	5
12	12
20	20
41	38
37	31
78	78
50	55
87	73
174	216
138	201
6	6
6	6
21	21
15	16
12	12
31	47
74	74
52	55
63	80
147	145
13	13
16	16
19	17
54	56
67	75
66	77
188	182
257	266
372	455
596	579
3	3
6	6
8	9
15	15
9	14
18	18
42	39
72	76
80	79
73	73
3	3
5	5
16	16
12	16
13	17
46	43
36	64
40	38
69	73
51	52
2	2
11	11
13	13
24	19
61	100
60	57
104	90
206	171
219	222
305	421
0	0
4	4
3	5
6	7
18	18
31	35
70	80
99	87
80	82
361	306
3	3
6	6
6	6
19	19
24	24
33	41
72	64
65	65
117	89
48	65
2	2
16	15
17	17
17	17
31	33
21	24
43	44
53	99
76	69
279	279
3	3
3	3
7	7
7	7
35	38
51	78
86	160
109	93
163	149
121	121
4	4
8	8
25	25
96	96
39	39
69	76
87	87
59	82
193	239
237	231
3	3
8	8
15	15
25	28
14	20
37	36
64	88
117	126
111	139
169	132
7	7
13	13
24	24
39	39
15	15
20	20
46	46
37	35
100	108
123	189
25	25
24	24
25	25
26	26
12	12
18	20
25	24
49	63
36	36
315	319
3	3
4	4
13	13
30	32
29	29
92	100
168	165
93	95
153	168
167	174
21	21
17	17
13	15
16	27
58	73
132	130
257	322
199	213
226	226
433	433
3	3
8	8
45	45
37	39
30	30
68	79
149	150
240	224
290	300
539	503
5	5
7	6
7	7
24	26
18	19
21	21
52	61
47	41
129	125
91	91
3	3
24	24
21	25
13	13
31	32
43	43
51	51
47	51
59	70
82	91
14	14
11	13
15	15
15	15
18	18
32	28
48	48
91	62
68	103
186	185
3	3
21	21
14	14
15	15
36	33
24	38
65	56
43	44
64	131
919	871
7	7
19	14
19	29
37	37
33	34
47	61
52	53
45	77
139	149
161	142
6	6
9	9
36	36
52	52
23	35
26	26
42	39
55	52
111	174
291	351
3	3
5	8
10	10
25	25
25	25
31	24
32	27
35	42
69	60
180	180
12	12
15	15
30	30
38	31
32	31
58	55
71	57
60	114
77	77
170	171
1	1
7	7
6	6
16	16
8	14
15	19
25	29
31	35
31	31
71	66
9	9
6	6
36	36
22	22
17	24
34	29
44	40
34	32
43	47
48	61
5	5
9	9
26	26
25	23
92	92
24	24
58	59
79	73
70	62
104	114
17	17
20	17
32	49
55	55
26	26
45	33
42	42
68	68
94	104
75	74
7	7
19	22
15	15
21	25
31	34
33	33
60	89
54	63
106	91
202	202
8	8
7	7
9	9
16	16
40	40
87	87
39	40
50	73
125	98
401	334
2	2
21	16
26	21
22	29
40	40
25	26
60	84
91	91
141	156
352	272
7	7
34	35
25	24
29	29
55	76
72	61
60	60
97	101
204	208
199	157
37	37
60	45
46	52
49	44
48	48
69	127
81	81
97	68
52	74
93	65
6	6
12	12
13	11
39	39
25	25
47	53
84	84
215	160
272	299
267	218
3	3
22	22
25	25
28	27
27	21
66	66
57	67
91	109
78	82
186	300
0	0
34	35
38	27
53	62
45	47
48	47
66	71
137	183
149	153
187	180
6	6
4	4
29	29
23	30
36	36
58	58
55	44
67	116
155	121
105	131
4	7
27	27
36	30
31	43
73	73
38	41
90	66
68	103
77	70
170	219
9	7
29	29
11	11
20	20
33	29
29	52
24	24
64	70
93	68
158	144
2	2
11	15
21	26
45	45
21	21
29	29
45	54
72	98
113	92
128	140
11	11
16	16
37	37
25	23
36	36
52	52
65	71
90	90
114	131
96	103
0	0
9	13
11	11
27	27
77	57
52	47
39	39
62	62
72	75
333	293
7	15
15	18
29	30
47	46
33	37
53	75
89	95
92	92
95	93
124	141
6	6
17	17
22	17
23	23
39	32
37	47
27	39
49	49
51	51
76	142
1	1
6	5
6	6
15	15
26	26
120	120
62	52
132	166
96	82
162	145
0	0
17	28
19	20
20	30
32	38
66	85
199	199
68	68
138	108
226	220
6	6
7	7
11	11
23	22
29	33
38	32
123	91
123	129
271	253
787	994
0	0
3	3
13	13
7	7
16	14
23	33
28	28
46	55
131	143
117	84
0	0
1	1
2	2
7	7
66	66
58	58
46	60
88	107
143	132
175	204
2	2
4	4
4	4
11	11
13	13
13	12
15	13
33	33
36	57
70	81
5	5
18	14
17	20
13	17
28	26
46	40
193	171
166	136
241	227
211	205
2	2
4	7
20	30
29	24
35	35
38	41
47	58
62	86
132	110
152	152
12	12
18	18
27	27
24	18
36	29
26	26
45	45
78	78
77	91
157	132
7	7
12	12
9	9
25	53
30	38
35	54
70	48
63	63
89	96
98	71
4	4
12	12
6	6
12	12
60	60
44	40
39	44
82	64
111	100
115	117
5	5
7	7
13	13
9	9
10	11
34	42
41	41
86	86
769	705
700	555
1	1
10	10
20	20
23	16
34	34
34	45
54	56
128	114
149	153
135	169
3	3
6	6
7	7
17	17
18	11
17	14
19	22
22	33
24	24
64	64
4	4
5	5
8	8
16	14
65	65
43	43
62	67
248	248
111	103
331	274
0	0
19	24
33	38
32	32
42	40
69	69
74	99
87	87
149	149
421	450
80	80
29	29
27	31
35	36
50	48
44	40
66	80
125	132
267	316
200	269
1	1
9	9
28	28
33	26
24	39
72	70
61	59
50	94
110	114
129	124
12	12
12	12
20	20
34	42
46	46
108	111
52	60
68	70
99	99
161	161
15	15
37	37
123	97
35	48
90	72
58	49
107	107
94	85
94	95
254	251
1	1
13	13
9	9
16	16
20	43
32	35
30	39
39	34
70	81
296	267
0	0
1	1
2	2
12	12
11	11
14	15
40	37
68	79
241	289
621	559
12	12
21	18
17	23
20	23
25	25
40	39
114	114
72	87
58	67
114	117
1	1
3	3
8	11
46	46
29	29
35	47
76	103
60	60
119	124
112	118
18	18
56	56
39	51
36	36
86	64
82	110
74	66
101	102
217	186
134	144
7	7
5	5
7	7
10	10
26	26
30	45
46	55
88	88
92	100
229	221
3	3
8	8
44	44
24	22
35	23
40	40
34	34
58	70
119	110
112	116
11	11
14	17
24	24
21	26
23	23
34	28
170	233
129	129
152	115
549	453
2	2
7	7
7	12
17	17
80	80
28	25
49	49
87	83
93	98
215	179
0	0
7	7
19	27
44	35
22	24
36	47
70	69
37	38
85	80
235	198
8	8
8	9
12	12
22	22
21	21
35	45
83	86
101	86
71	94
163	190
10	10
8	14
78	78
22	22
22	18
100	100
63	63
34	34
192	152
244	264
0	0
9	9
22	23
17	17
41	67
38	38
53	46
192	192
146	124
173	148
0	0
2	2
12	12
22	33
25	21
35	35
84	73
87	93
101	83
316	302
7	7
8	8
13	13
14	16
19	32
20	20
38	38
25	71
46	35
81	81
1	1
4	4
7	7
27	21
26	29
33	33
75	64
121	111
129	160
108	148
3	3
22	22
10	22
28	25
22	19
30	22
44	37
51	55
103	107
327	224
3	3
15	15
24	17
27	24
38	38
40	40
43	43
61	55
112	96
172	181
0	0
6	11
13	13
24	27
35	55
81	68
44	65
62	65
102	101
144	124
1	1
10	7
14	13
10	13
32	32
70	64
34	34
68	68
242	241
210	210
9	9
12	12
23	27
39	39
45	33
80	68
48	60
80	65
54	66
79	95
7	7
4	4
10	10
8	8
38	38
64	64
109	118
133	133
112	108
131	156
21	21
15	20
31	31
30	29
24	27
47	46
30	33
53	36
62	39
63	71
2	2
37	49
49	49
51	52
49	42
75	82
202	171
189	206
258	245
197	212
9	16
37	28
21	29
26	35
29	29
36	36
94	93
89	72
93	116
109	127
3	3
9	11
11	14
21	21
20	20
20	25
76	93
201	201
106	150
234	210
7	7
11	11
15	32
34	40
29	35
46	53
52	39
96	117
105	108
139	139
6	6
16	16
29	29
34	55
52	52
46	44
61	61
136	101
79	88
183	219
10	10
11	15
29	23
21	33
74	63
86	96
79	76
98	100
118	101
114	123
1	1
11	11
10	9
21	34
30	30
26	23
54	54
79	102
161	158
391	356
12	12
10	9
36	36
40	40
32	32
36	43
56	46
48	48
72	72
94	87
7	7
5	5
5	9
21	21
13	16
59	59
70	72
40	40
119	119
126	128
10	10
11	14
12	20
28	30
34	31
59	67
56	99
60	54
158	158
331	204
15	16
15	16
23	23
26	24
21	38
45	45
72	73
72	74
86	68
59	93
0	0
4	4
16	16
10	10
47	28
24	23
40	39
62	49
144	127
85	85
1	1
5	5
7	7
13	13
17	15
18	18
36	41
56	59
71	71
105	141
0	0
19	15
18	17
44	44
26	25
27	29
31	41
61	61
174	205
133	159
2	2
2	3
6	6
10	10
17	17
28	28
34	32
45	55
48	52
121	124
11	8
32	34
23	30
29	32
25	38
47	53
77	83
48	55
79	89
116	111
26	26
24	24
46	42
44	52
64	65
117	93
54	54
52	51
56	90
172	177
0	0
5	5
10	10
11	11
37	37
50	53
29	36
80	80
68	71
71	71
3	3
6	6
21	24
26	18
23	22
25	30
48	42
39	34
38	35
49	49
6	6
8	8
9	9
60	87
81	81
74	71
85	110
101	87
145	145
95	94
8	8
11	15
8	19
13	13
29	29
19	19
92	75
55	55
40	40
55	68
0	0
1	1
24	28
21	20
31	40
29	34
136	136
88	114
123	123
243	234
0	0
10	10
31	31
69	83
86	86
50	67
63	67
77	101
175	189
157	174
2	3
14	14
12	12
14	17
22	22
35	35
50	68
73	73
118	99
92	109
0	0
5	5
14	14
8	13
